timestamp,location,pm25,latitude,longitude
2024-11-19 18:00:00+07:00,CMT8,29.139999389648438,10.78533,106.67029
2024-11-19 19:00:00+07:00,CMT8,29.15000009536743,10.78533,106.67029
2024-11-19 20:00:00+07:00,CMT8,31.78333314259847,10.78533,106.67029
2024-11-19 21:00:00+07:00,CMT8,30.950000127156574,10.78533,106.67029
2024-11-19 22:00:00+07:00,CMT8,30.21666669845581,10.78533,106.67029
2024-11-19 23:00:00+07:00,CMT8,31.06666660308838,10.78533,106.67029
2024-11-20 00:00:00+07:00,CMT8,35.800000508626304,10.78533,106.67029
2024-11-20 01:00:00+07:00,CMT8,37.100000063578285,10.78533,106.67029
2024-11-20 02:00:00+07:00,CMT8,47.516666094462074,10.78533,106.67029
2024-11-20 03:00:00+07:00,CMT8,57.21666685740153,10.78533,106.67029
2024-11-20 04:00:00+07:00,CMT8,32.52500009536743,10.78533,106.67029
2024-11-20 05:00:00+07:00,CMT8,28.81666660308838,10.78533,106.67029
2024-11-20 06:00:00+07:00,CMT8,35.833333333333336,10.78533,106.67029
2024-11-20 07:00:00+07:00,CMT8,49.800000508626304,10.78533,106.67029
2024-11-20 08:00:00+07:00,CMT8,54.24999968210856,10.78533,106.67029
2024-11-20 09:00:00+07:00,CMT8,53.43333371480306,10.78533,106.67029
2024-11-20 10:00:00+07:00,CMT8,24.933333079020183,10.78533,106.67029
2024-11-20 11:00:00+07:00,CMT8,31.620833079020183,10.78533,106.67029
2024-11-20 12:00:00+07:00,CMT8,36.30000019073486,10.78533,106.67029
2024-11-20 13:00:00+07:00,CMT8,39.98333326975504,10.78533,106.67029
2024-11-20 14:00:00+07:00,CMT8,41.06666628519694,10.78533,106.67029
2024-11-20 15:00:00+07:00,CMT8,46.73333326975504,10.78533,106.67029
2024-11-20 16:00:00+07:00,CMT8,37.18333339691162,10.78533,106.67029
2024-11-20 17:00:00+07:00,CMT8,32.65000009536743,10.78533,106.67029
2024-11-20 18:00:00+07:00,CMT8,37.62916692097982,10.78533,106.67029
2024-11-20 19:00:00+07:00,CMT8,32.28333314259847,10.78533,106.67029
2024-11-20 20:00:00+07:00,CMT8,16.18333347638448,10.78533,106.67029
2024-11-20 21:00:00+07:00,CMT8,34.08333365122477,10.78533,106.67029
2024-11-20 22:00:00+07:00,CMT8,22.14999993642171,10.78533,106.67029
2024-11-20 23:00:00+07:00,CMT8,21.599999745686848,10.78533,106.67029
2024-11-21 00:00:00+07:00,CMT8,27.15000009536743,10.78533,106.67029
2024-11-21 01:00:00+07:00,CMT8,34.16666603088379,10.78533,106.67029
2024-11-21 02:00:00+07:00,CMT8,65.70000076293945,10.78533,106.67029
2024-11-21 03:00:00+07:00,CMT8,71.0166654586792,10.78533,106.67029
2024-11-21 04:00:00+07:00,CMT8,49.725000063578285,10.78533,106.67029
2024-11-21 05:00:00+07:00,CMT8,53.46666653951009,10.78533,106.67029
2024-11-21 06:00:00+07:00,CMT8,59.35000069936117,10.78533,106.67029
