timestamp,location,pm25,latitude,longitude
2025-11-18 12:00:00+07:00,CMT8,47.494000244140615,10.78533,106.67029
2025-11-18 12:00:00+07:00,Care Centre,44.705333455403654,10.774491,106.661026
2025-11-18 13:00:00+07:00,CMT8,44.121666844685876,10.78533,106.67029
2025-11-18 13:00:00+07:00,Care Centre,30.739000034332275,10.774491,106.661026
2025-11-18 14:00:00+07:00,CMT8,58.760610877143016,10.78533,106.67029
2025-11-18 14:00:00+07:00,Care Centre,51.14120896657307,10.774491,106.661026
2025-11-18 15:00:00+07:00,CMT8,46.03899993896484,10.78533,106.67029
2025-11-18 15:00:00+07:00,Care Centre,40.91350008646647,10.774491,106.661026
2025-11-18 16:00:00+07:00,CMT8,60.0,10.78533,106.67029
2025-11-18 16:00:00+07:00,Care Centre,55.0,10.774491,106.661026
2025-11-18 17:00:00+07:00,CMT8,24.375666681925452,10.78533,106.67029
2025-11-18 17:00:00+07:00,Care Centre,22.79183333714803,10.774491,106.661026
2025-11-18 18:00:00+07:00,CMT8,30.566500091552737,10.78533,106.67029
2025-11-18 18:00:00+07:00,Care Centre,30.263833459218347,10.774491,106.661026
2025-11-18 19:00:00+07:00,CMT8,31.50583340326945,10.78533,106.67029
2025-11-18 19:00:00+07:00,Care Centre,30.716833106676734,10.774491,106.661026
2025-11-18 20:00:00+07:00,Care Centre,26.925166670481364,10.774491,106.661026
2025-11-18 20:00:00+07:00,CMT8,26.38949998219808,10.78533,106.67029
2025-11-18 21:00:00+07:00,Care Centre,20.20816666285197,10.774491,106.661026
2025-11-18 21:00:00+07:00,CMT8,23.411333306630453,10.78533,106.67029
2025-11-18 22:00:00+07:00,Care Centre,27.46100002924601,10.774491,106.661026
2025-11-18 22:00:00+07:00,CMT8,31.314333152770995,10.78533,106.67029
2025-11-18 23:00:00+07:00,Care Centre,41.94466654459635,10.774491,106.661026
2025-11-18 23:00:00+07:00,CMT8,41.54933366775513,10.78533,106.67029
2025-11-19 00:00:00+07:00,Care Centre,36.59291636149089,10.774491,106.661026
2025-11-19 00:00:00+07:00,CMT8,40.561499786376956,10.78533,106.67029
2025-11-19 01:00:00+07:00,Care Centre,41.794583257039385,10.774491,106.661026
2025-11-19 01:00:00+07:00,CMT8,44.64837474822999,10.78533,106.67029
2025-11-19 02:00:00+07:00,CMT8,40.20677803622352,10.78533,106.67029
2025-11-19 02:00:00+07:00,Care Centre,39.58899997075399,10.774491,106.661026
2025-11-19 03:00:00+07:00,Care Centre,29.395333162943526,10.774491,106.661026
2025-11-19 03:00:00+07:00,CMT8,25.55375000635783,10.78533,106.67029
2025-11-19 04:00:00+07:00,Care Centre,23.225500011444087,10.774491,106.661026
2025-11-19 04:00:00+07:00,CMT8,24.920000012715658,10.78533,106.67029
2025-11-19 05:00:00+07:00,CMT8,37.26458330154419,10.78533,106.67029
2025-11-19 05:00:00+07:00,Care Centre,37.144166787465416,10.774491,106.661026
2025-11-19 06:00:00+07:00,Care Centre,45.52483342488606,10.774491,106.661026
2025-11-19 06:00:00+07:00,CMT8,47.58600006103516,10.78533,106.67029
2025-11-19 07:00:00+07:00,Care Centre,75.0,10.774491,106.661026
2025-11-19 07:00:00+07:00,CMT8,85.0,10.78533,106.67029
2025-11-19 08:00:00+07:00,Care Centre,37.16383352279663,10.774491,106.661026
2025-11-19 08:00:00+07:00,CMT8,37.65825001398722,10.78533,106.67029
2025-11-19 09:00:00+07:00,Care Centre,22.561666679382324,10.774491,106.661026
2025-11-19 09:00:00+07:00,CMT8,25.63809725178613,10.78533,106.67029
2025-11-19 10:00:00+07:00,CMT8,28.909666538238525,10.78533,106.67029
2025-11-19 10:00:00+07:00,Care Centre,26.870166677898826,10.774491,106.661026
